name,cancer type,pubmed id
ENST00000531193,cervical cancer,26054679
ENST00000531702.1,cervical cancer,26054679
ENST00000532691,glioblastoma multiforme,27604987
ENST00000535511,colorectal cancer,28177879
ENST00000539009,colorectal cancer,25921151
ENST00000539303,lung cancer,27999202
ENST00000539535,esophageal squamous cell carcinoma,27035335
ENST00000539653,papillary thyroid cancer,30940124
ENST00000539653.1,papillary thyroid cancer,27929737
ENST00000540136,lung adenocarcinoma,25758555
ENST00000544591,colorectal cancer,25921151
ENST00000545440,astrocytoma,26252651
ENST00000545508,osteosarcoma,26464619
ENST00000547415,glioblastoma,27600337
ENST00000547547,colorectal cancer,30542703
ENST00000547547,colorectal cancer,29115526
ENST00000547963,esophageal squamous cell carcinoma,24522499
ENST00000548900.1,gastric cancer,28043146
ENST00000551152,cervical cancer,29552195
ENST00000552364,colorectal cancer,26847923
ENST00000553559,osteosarcoma,26464619
ENST00000554055.1,cervical cancer,26054679
ENST00000559148,glioblastoma multiforme,27604987
ENST00000559981,glioblastoma,27600337
ENST00000562112,lung squamous cell carcinoma,25250788
ENST00000563280,osteosarcoma,26464619
ENST00000564977,cervical cancer,27363024
ENST00000565617,osteosarcoma,26464619
ENST00000565929,nasopharyngeal cancer,25406670
ENST00000566575,nasopharyngeal cancer,25406670
Enst00000566734,ovarian cancer,29805570
ENST00000568031,osteosarcoma,26464619
ENST00000569946,glioblastoma multiforme,27604987
ENST00000570022,papillary thyroid cancer,27347178
ENST00000570282,cervical cancer,26054679
ENST00000572284.1,cervical cancer,26054679
ENST00000575202,colorectal cancer,25921151
ENST00000576810,osteosarcoma,26464619
ENST00000579363,lung squamous cell carcinoma,25250788
ENST00000584612,lung squamous cell carcinoma,25250788
Enst00000585612,ovarian cancer,29805570
ENST00000596492,glioblastoma multiforme,27604987
ENST00000602301,lung adenocarcinoma,27108960
ENST00000609220,colon cancer,28160106
Enst0000435726,ovarian cancer,29805570
ENST01108,glioma,29421578
ENST457720,non small cell lung cancer,29495976
EPB41L4A-AS1,breast cancer,30959550
EPB41L4A-AS2,hepatocellular carcinoma,30971290
EPB41L4A-AS2,non small cell lung cancer,30249102
EPB41L4A-AS2,ovarian cancer,31645082
EPB41L4A-AS2,head and neck squamous cell carcinoma,29490660
EPB41L4A-AS2,breast cancer,26980733
EPEL,osteosarcoma,30867743
EPEL,gastric cancer,31584135
EPIC1,glioma,32322669
EPIC1,pancreatic cancer,31810603
EPIC1,lung cancer,30029875
EPIC1,cholangiocarcinoma,30205958
EPIC1,osteosarcoma,30703420
EPIC1,breast cancer,29622465
Epist,esophageal squamous cell carcinoma,26158411
Erbb4-IR,prostate cancer,32269615
Erbb4-IR,esophageal squamous cell carcinoma,31119810
ERIC,osteosarcoma,24168400
ERICH1-AS1,non small cell lung cancer,26393913
ERRLR01,breast cancer,28795861
ERVH48-1,tongue squamous cell carcinoma,30755833
ES1,breast cancer,30927330
ESCCAL_1,esophageal squamous cell carcinoma,29416654
ESCCAL-1,esophageal squamous cell carcinoma,25885227
ESCCAL-1,esophageal squamous cell carcinoma,24222893
ESCCAL-5,esophageal squamous cell carcinoma,24222893
ESRPS-AS,breast cancer,28759043
EVI1,hepatocellular carcinoma,26967394
EWS,osteosarcoma,32236759
EWSAT1,nasopharyngeal cancer,29966979
EWSAT1,colorectal cancer,30402843
EWSAT1,Ewing sarcoma,25401475
EWSAT1,nasopharyngeal cancer,27816050
EWSAT1,osteosarcoma,29243774
EWSAT1,ovarian cancer,28979684
EWSAT1,osteosarcoma,27860482
EZR-AS1,colorectal cancer,31693738
EZR-AS1,breast cancer,30186463
EZR-AS1,esophageal squamous cell carcinoma,29253179
F11-AS1,hepatocellular carcinoma,31880390
F11-AS1,hepatocellular carcinoma,31168823
F11-AS1,pancreatic ductal adenocarcinoma,28220683
F630028O10Rik,lung cancer,32052546
FABP5P3,hepatocellular carcinoma,29522715
FAL1,cervical squamous cell carcinoma,32046419
FAL1,osteosarcoma,29987852
FAL1,oesophageal cancer,30873881
FAL1,ovarian cancer,31957817
FAL1,esophageal cancer,30178844
FAL1,colon cancer,30290064
FAL1,colorectal cancer,30267804
FAL1,gastric cancer,30556865
FAL1,esophageal squamous cell carcinoma,30501006
FAL1,oral squamous cell carcinoma,31298329
FAL1,papillary thyroid cancer,26825907
FAL1,acute lymphoblastic leukemia,25203321
FAL1,breast cancer,25203321
FAL1,chronic myelogenous leukemia,25203321
FAL1,colon cancer,25203321
FAL1,glioblastoma,25203321
FAL1,large cell immunoblastic lymphoma,25203321
FAL1,melanoma,25203321
FAL1,myeloma,25203321
FAL1,prostate cancer,25203321
FAL1,renal cancer,25203321
FAL1,hepatocellular carcinoma,29421439
FAL1,non small cell lung cancer,25203321
FAL1,ovarian cancer,25203321
FAL1,ovarian cancer,25203321
FAL1,non small cell lung cancer,28854421
FAL1,osteosarcoma,29987852
FALEC,gastric cancer,30984243
FALEC,endometrial cancer,31387003
FALEC,Tongue squamous cell carcinoma,31335317
FALEC,cervical cancer,31248657
FALEC,melanoma,29196104
FALEC,gastric cancer,29719612
FALEC,prostate cancer,28585762
FAM201A,lung squamous cell carcinoma,31841188
FAM201A,esophageal squamous cell carcinoma,30574162
FAM201A,non small cell lung cancer,31298332
FAM212B-AS1,endometrial cancer,27748922
FAM215A,liver cancer,32295144
FAM215A,epithelial ovarian cancer,27667152
FAM224A,glioma,31186064
FAM225A,nasopharyngeal cancer,31331909
FAM3D-AS1,colorectal cancer,31147452
FAM66E,lung adenocarcinoma,30151992
FAM83A-AS1,hepatocellular carcinoma,31696213
FAM83A-AS1,non small cell lung cancer,30659636
FAM83H-AS1,triple negative breast cancer,32074085
FAM83H-AS1,glioma,29870057
FAM83H-AS1,breast cancer,30959550
FAM83H-AS1,Cervical Cancer,30842470
FAM83H-AS1,ovarian cancer,30831080
FAM83H-AS1,colon cancer,31545230
FAM83H-AS1,hepatocellular carcinoma,31599410
FAM83H-AS1,bladder cancer,30537032
FAM83H-AS1,gastric cancer,31493939
FAM83H-AS1,pancreatic ductal adenocarcinoma,29440233
FAM83H-AS1,lung adenocarcinoma,28198463
FAM83H-AS1,colorectal cancer,29434883
FAM83H-AS1,colorectal cancer,27895773
FAM83H-AS1,glioma,29870057
FAM84B-AS,gastric cancer,30638658
FAM87A,tongue squamous cell carcinoma,30755833
FAM99A,hepatocellular carcinoma,26887054
FAM99B,hepatocellular carcinoma,31243545
FAS-AS1,non small cell lung cancer,32329854
FAS-AS1,breast cancer,30957286
FAS-AS1,high grade ovarian serous cancer,29577163
FAS-AS1,B-cell lymphoma,24811343
FBXL19-AS1,breast cancer,30886065
FBXL19-AS1,breast cancer,31696201
FBXL19-AS1,lung adenocarcinoma,31566718
FBXL19-AS1,breast cancer,31140103
FBXL19-AS1,lung cancer,30610161
FBXL19-AS1,osteosarcoma,30555237
FBXL19-AS1,non small cell lung cancer,31210311
FBXL19-AS1,colorectal cancer,28479250
FENDRR,malignant melanoma,32134466
FENDRR,non small cell lung cancer,31749883
FENDRR,colorectal cancer,31724220
FENDRR,hepatocellular carcinoma,32251605
FENDRR,non small cell lung cancer,30981768
FENDRR,non small cell lung cancer,31545237
FENDRR,hepatocellular carcinoma,30573358
FENDRR,non small cell lung cancer,30556873
FENDRR,Hepatocellular Carcinoma,31351327
FENDRR,colon cancer,31213846
FENDRR,neuroendocrine prostate cancer,29757368
FENDRR,lung adenocarcinoma,26918601
FENDRR,prostate cancer,29465000
FENDRR,breast cancer,29559798
FENDRR,osteosarcoma,29069754
FENDRR,gastric cancer,25167886
FER1L4,prostate cancer,32140077
FER1L4,esophageal squamous cell carcinoma,29771417
Fer1L4,clear cell renal cell carcinoma,31965534
FER1L4,lung cancer,31115514
FER1L4,osteosarcoma,31000382
FER1L4,ovarian cancer,30444026
FER1L4,hepatocellular carcinoma,30382631
FER1L4,endometrial cancer,30556848
FER1L4,osteosarcoma,30481787
FER1L4,osteosarcoma,31473323
FER1L4,osteosarcoma,29762833
FER1L4,lung adenocarcinoma,27826625
FER1L4,hepatocellular carcinoma,28759956
FER1L4,colon cancer,26224446
FER1L4,glioblastoma,28789454
FER1L4,endometrial cancer,27381864
FER1L4,gastric cancer,24961353
FER1L4,gastric cancer,26306906
FER1L4,gastric cancer,25124853
FER1L4,esophageal cancer,29771417
FEZF1-AS1,epithelial ovarian cancer,32135030
FEZF1-AS1,hepatocellular carcinoma,29957463
FEZF1-AS1,cervical cancer,29917186
FEZF1-AS1,colorectal cancer,29914894
FEZF1-AS1,multiple myeloma,29864963
FEZF1-AS1,breast cancer,29797562
FEZF1-AS1,osteosarcoma,32308422
FEZF1-AS1,glioblastoma,32210625
FEZF1-AS1,prostate cancer,32196579
FEZF1-AS1,gastric cancer,31785996
FEZF1-AS1,esophageal squamous cell carcinoma,31191005
FEZF1-AS1,retinoblastoma,31076545
FEZF1-AS1,ovarian cancer,30416194
FEZF1-AS1,hepatocellular carcinoma,30365146
FEZF1-AS1,nasopharyngeal cancer,30355645
FEZF1-AS1,oral squamous cell carcinoma,31378890
FEZF1-AS1,prostate cancer,31298365
FEZF1-AS1,osteosarcoma,29510778
FEZF1-AS1,pancreatic ductal adenocarcinoma,29348628
FEZF1-AS1,non small cell lung cancer,28858731
FEZF1-AS1,colorectal cancer,26848625
FEZF1-AS1,lung adenocarcinoma,29262540
FEZF1-AS1,gastric cancer,29239821
FEZF1-AS1,lung adenocarcinoma,29510777
FEZF1-AS1,gastric cancer,28209170
FEZF1-AS1,breast cancer,29797562
FEZF1-AS1,hepatocellular carcinoma,29957463
FEZF1-AS1,cervical cancer,29917186
FEZF1-AS1,colorectal cancer,29914894
FEZF1-AS1,multiple myeloma,29864963
FEZF-AS1,non small cell lung cancer,29709443
FGD5-AS1,non small cell lung cancer,31919528
FGD5-AS1,oral squamous cell carcinoma,31899825
FGD5-AS1,colorectal cancer,31332696
FGF13-AS1,breast cancer,30771425
FGF14-AS2,breast cancer,31486497
FGF14-AS2,breast cancer,26820525
FGFR3-AS1,hepatocellular carcinoma,29463348
FGFR3-AS1,osteosarcoma,27022737
FGFR3-AS1,bladder cancer,29226855
FIlnc1,renal cancer,28978906
FIRRE-201,colorectal cancer,30039525
FLANC,colorectal cancer,31988194
FLJ22447,oral squamous cell carcinoma,29346528
FLJ22763,gastric cancer,30716442
FLJ33360,hepatocellular carcinoma,32194906
FLJ33360,ovarian cancer,31239715
FLVCR1-AS1,gastric cancer,30899380
FLVCR1-AS1,glioma,31699367
FLVCR1-AS1,lung cancer,30309647
FLVCR1-AS1,ovarian cancer,31412903
FLVCR1-AS1,cholangiocarcinoma,31404302
FLVCR1-AS1,lung cancer,30697812
FLVCR1-AS1,hepatocellular carcinoma,29574975
FLVCR-AS1,osteosarcoma,32021264
FOXC2-AC1,lung cancer,30720176
FOXC2-AS1,prostate cancer,30389560
FOXC2-AS1,non small cell lung cancer,31396359
FOXC2-AS1,breast cancer,29562954
FOXC2-AS1,osteosarcoma,28323030
FOXCUT,gastric adenocarcinoma,31364114
FOXCUT,basal-like breast cancer,25516208
FOXCUT,esophageal squamous cell carcinoma,25031703
FOXCUT,oral squamous cell carcinoma,24889262
FOXD1-AS1,glioma,31102349
FOXD2-AS1,cervical cancer,32082174
FOXD2-AS1,gastric cancer,29789713
FOXD2-AS1,glioma,31770107
FOXD2-AS1,hepatocellular carcinoma,30929558
FOXD2-AS1,glioma,30860979
FOXD2-AS1,Esophageal Squamous Cell Carcinoma,31558183
FOXD2-AS1,non small cell lung cancer,31534348
FOXD2-AS1,colorectal cancer,31908535
FOXD2-AS1,hepatocellular carcinoma,31841454
FOXD2-AS1,cervical cancer,31841177
FOXD2-AS1,glioma,31680769
FOXD2-AS1,osteosarcoma,31115575
FOXD2-AS1,thyroid cancer,31024447
FOXD2-AS1,hepatocellular carcinoma,31004581
FOXD2-AS1,papillary thyroid cancer,30456805
FOXD2-AS1,cutaneous melanoma,30426532
FOXD2-AS1,hepatocellular carcinoma,30272362
FOXD2-AS1,glioma,30553445
FOXD2-AS1,glioma,30520141
FOXD2-AS1,glioma,31347720
FOXD2-AS1,gastric cancer,31308753
FOXD2-AS1,osteosarcoma,31228799
FOXD2-AS1,hepatocellular carcinoma,31210410
FOXD2-AS1,bladder cancer,29674277
FOXD2-AS1,nasopharyngeal cancer,29248577
FOXD2-AS1,esophageal squamous cell carcinoma,29286915
FOXD2-AS1,non small cell lung cancer,28132805
FOXD2-AS1,colorectal cancer,28925486
FOXD2-AS1,bladder cancer,29445134
FOXD2-AS1,gastric cancer,29789713
FOXD2-AS1,thyroid cancer,29923329
FOXD3-AS1,nasopharyngeal cancer,32073875
FOXD3-AS1,melanoma,32354225
FOXD3-AS1,non small cell lung cancer,32196603
FOXD3-AS1,hepatocellular carcinoma,32191537
FOXD3-AS1,thyroid cancer,31678422
FOXD3-AS1,colorectal cancer,31058315
FOXD3-AS1,breast cancer,31017311
FOXD3-AS1,neuroblastoma,29398485
FOXD3-AS1,glioma,27829996
FOXE1,lung adenocarcinoma,31558162
FOXF1-AS1,non small cell lung cancer,27577075
FOXF1-AS1,osteosarcoma,29104509
lncFOXO1,lung cancer,31217928
FOXP4-AS1,esophageal squamous cell carcinoma,32159250
FOXP4-AS1,osteosarcoma,29859193
FOXP4-AS1,cervical cancer,32256085
FOXP4-AS1,gastric cancer,32194743
FOXP4-AS1,hepatocellular carcinoma,31695417
FOXP4-AS1,prostate cancer,31209207
FOXP4-AS1,gastric cancer,31646567
FOXP4-AS1,colorectal cancer,27790757
FOXP4-AS1,osteosarcoma,29859193
FR0257520,prostate cancer,22349460
FR0348383,prostate cancer,22349460
FR165245,lung adenocarcinoma,27108960
FR302050,head and neck squamous cell carcinoma,28159935
FRlnc1,gastric cancer,29424899
FRlnc1,gastric cancer,25907137
FRMD6-AS1,nasopharyngeal cancer,27886062
FRMD6-AS2,uterine corpus endometrial cancer,31917993
FTH1P3,breast cancer,29971911
FTH1P3,cervical cancer,31789421
FTH1P3,non small cell lung cancer,31933766
FTH1P3,laryngeal squamous cell cancer,31142627
FTH1P3,esophageal squamous cell carcinoma,30119232
FTH1P3,oral squamous cell carcinoma,30556871
FTH1P3,uveal melanoma,29095823
FTH1P3,oral squamous cell carcinoma,28093311
FTH1P3,breast cancer,29971911
FTX,non small cell lung cancer,32176463
FTX,gastric cancer,32021248
FTX,colorectal cancer,29925853
FTX,hepatocellular carcinoma,29845188
FTX,colorectal cancer,32280242
FTX,gastric cancer,32271421
FTX,lung adenocarcinoma,32226311
FTX,osteosarcoma,31920141
FTX,osteosarcoma,31949847
FTX,uveal melanoma,28330694
FTX,glioma,28112756
FTX,hepatocellular carcinoma,27065331
FTX,renal cell carcinoma,27983937
FTX,colorectal cancer,26629053
FTX,hepatocellular carcinoma,26992218
FTX,hepatocellular carcinoma,29845188
FTX,colorectal cancer,29925853
FTX,acute myeloid leukemia,29880818
FUNDC2P4,hepatocellular carcinoma,29295626
FW340058,neuroblastoma,24555823
GABPB1-AS1,hepatocellular carcinoma,31700067
GACAT1,breast cancer,32194758
GACAT1,gastric cancer,30405842
GACAT2,gastric cancer,28105191
GACAT3,breast cancer,31983109
GACAT3,liver cancer,32266036
GACAT3,gastric cancer,30098426
GACAT3,gastric cancer,30317610
GACAT3,glioma,30536379
GACAT3,colorectal cancer,29593420
GACAT3,gastric cancer,29091858
GACAT3,gastric cancer,27644247
GACAT3,non small cell lung cancer,29565489
GACAT3,breast cancer,29945347
GALNT5 uaRNA,gastric cancer,29743591
GAPDH,bladder cancer,31308745
GAPLINC,gastric cancer,29785127
GAPLINC,osteosarcoma,30177521
GAPLINC,perihilar cholangiocarcinoma,30128015
GAPLINC,non small cell lung cancer,31447565
GAPLINC,hepatocellular carcinoma,31415284
GAPLINC,glioblastoma multiforme,30657584
GAPLINC,non small cell lung cancer,30522114
GAPLINC,bladder cancer,29725414
GAPLINC,colorectal cancer,27259250
GAPLINC,gastric cancer,25277524
GAPLINC,colorectal cancer,29427222
GAPLINC,gastric cancer,27729869
GAPLINC,gastric cancer,29785127
GAS5,breast cancer,32160712
GAS5,cervical cancer,32105659
GAS5,bladder cancer,32069387
GAS5,liver cancer,31705194
GAS5,osteosarcoma,30013899
GAS5,esophageal squamous cell carcinoma,30008868
GAS5,breast cancer,30007957
GAS5,breast cancer,29969658
GAS5,ovarian cancer,29896229
GAS5,renal cell carcinoma,29895198
GAS5,triple negative breast cancer,29793177
GAS5,breast cancer,29785740
GAS5,melanoma,32308561
GAS5,lung cancer,30926767
GAS5,Colorectal cancer,30902880
GAS5,hepatocellular carcinoma,30755815
GAS5,papillary thyroid cancer,30746742
GAS5,hepatocellular carcinoma,30733959
GAS5,gastric cancer,31530437
GAS5,gastric cancer,31910411
GAS5,glioma,31889362
GAS5,esophageal squamous cell carcinoma,31866421
GAS5,triple negative breast cancer,31692053
GAS5,hepatocellular carcinoma,31190897
GAS5,lung cancer,31186629
GAS5,gastric cancer,31182630
GAS5,glioma,31172354
GAS5,non small cell lung cancer,31077615
GAS5,oral squamous cell carcinoma,31583913
GAS5,endometrial cancer,31105847
GAS5,non small cell lung cancer,31032916
GAS5,laryngeal squamous cell cancer,31572003
GAS5,breast cancer,30126830
GAS5,glioma,30078184
GAS5,colorectal cancer,30066886
GAS5,pancreatic cancer,30388621
GAS5,esophageal cancer,30368517
GAS5,glioma,30317677
GAS5,gastric cancer,30269656
GAS5,ovarian cancer,30201235
GAS5,prostate cancer,31423164
GAS5,colorectal cancer,30672001
GAS5,cervical cancer,30579899
GAS5,oral squamous cell carcinoma,30576678
GAS5,malignant melanoma,30569211
GAS5,Colorectal cancer,31400607
GAS5,epithelial ovarian cancer,31391118
GAS5,osteosarcoma,31337976
GAS5,Breast Cancer,31326549
GAS5,Ovarian Cancer,31314588
GAS5,triple negative breast cancer,31282278
GAS5,hepatocellular carcinoma,31235746
GAS5,malignant pleural mesothelioma,31212997
GAS5,cervical cancer,31206689
GAS5,head and neck cancer,26482616
GAS5,multiple myeloma,24583225
GAS5,esophageal cancer,29386089
GAS5,colon cancer,28722800
GAS5,neuroblastoma,28035057
GAS5,thyroid cancer,28506768
GAS5,myeloid leukemia,27951730
GAS5,nasopharyngeal cancer,28977945
GAS5,lymphoma,24703244
GAS5,osteosarcoma,29414815
Gas5,papillary thyroid cancer,29423063
GAS5,glioma,26370254
GAS5,endometrial cancer,26511107
GAS5,esophageal squamous cell carcinoma,29170131
GAS5,esophageal squamous cell carcinoma,29743093
GAS5,squamous cell carcinoma,28252643
GAS5,glioma,28666797
GAS5,lung cancer,29207621
GAS5,malignant pleural mesothelioma,24885398
GAS5,renal cell carcinoma,23621190
GAS5,pancreatic cancer,29112934
GAS5,lung adenocarcinoma,26336799
GAS5,lung adenocarcinoma,25061321
GAS5,osteosarcoma,28519068
GAS5,bladder cancer,29516641
GAS5,bladder cancer,26548923
GAS5,cervical cancer,25400758
GAS5,cervical cancer,22487937
GAS5,lung cancer,28686971
GAS5,melanoma,26846479
GAS5,melanoma,27445498
GAS5,melanoma,27445498
GAS5,pancreatic cancer,29225772
GAS5,ovarian cancer,29229673
GAS5,hepatocellular carcinoma,29382035
GAS5,non small cell lung cancer,28339045
GAS5,hepatocellular carcinoma,26707238
GAS5,non small cell lung cancer,27631209
GAS5,ovarian cancer,27779700
GAS5,hepatocellular carcinoma,26163879
GAS5,ovarian cancer,26503132
GAS5,hepatocellular carcinoma,26109807
GAS5,lung adenocarcinoma,25925741
GAS5,hepatocellular carcinoma,25120813
GAS5,pancreatic cancer,24026436
GAS5,cervical cancer,28671039
GAS5,gastric cancer,27827524
GAS5,breast cancer,23933812
GAS5,gastric cancer,29557411
GAS5,gastric cancer,29098549
GAS5,breast cancer,29655698
GAS5,cervical cancer,29509242
GAS5,bladder cancer,27878359
GAS5,prostate cancer,28396462
GAS5,breast cancer,27922078
GAS5,prostate cancer,27922078
GAS5,colorectal cancer,27391432
GAS5,colorectal cancer,27591862
GAS5,colorectal cancer,27863421
GAS5,breast cancer,26662314
GAS5,prostate cancer,25650269
GAS5,breast cancer,24789445
GAS5,colorectal cancer,25326054
GAS5,bladder cancer,24069260
GAS5,prostate cancer,23676682
GAS5,breast cancer,18836484
GAS5,prostate cancer,18836484
GAS5,melanoma,28386376
GAS5,melanoma,28252643
GAS5,non small cell lung cancer,28117028
GAS5,non small cell lung cancer,28059053
GAS5,hepatocellular carcinoma,26404135
GAS5,non small cell lung cancer,27338051
GAS5,non small cell lung cancer,24357161
GAS5,colorectal cancer,29630521
GAS5,gastric cancer,29719612
GAS5,breast cancer,27034004
GAS5,prostate cancer,27743383
GAS5,prostate cancer,28771526
GAS5,colorectal cancer,29308053
GAS5,colorectal cancer,28099146
GAS5,colorectal cancer,28521420
GAS5,gastric cancer,27466992
GAS5,breast cancer,26550436
GAS5,gastric cancer,25959498
GAS5,gastric cancer,26278580
GAS5,gastric cancer,24884417
GAS5,prostate cancer,23728290
GAS5,breast cancer,29785740
GAS5,breast cancer,29793177
GAS5,esophageal squamous cell carcinoma,30008868
GAS5,breast cancer,30007957
GAS5,breast cancer,29969658
GAS5,ovarian cancer,29896229
GAS5,renal cell carcinoma,29895198
GAS5-AS1,glioma,32072565
GAS5-AS1,cervical cancer,31497208
GAS5-AS1,hepatocellular carcinoma,29660898
GAS5-AS1,non small cell lung cancer,27489122
GAS6-AS1,hepatocellular carcinoma,32089066
GAS6-AS1,gastric cancer,30735718
GAS6-AS1,papillary renal cell carcinoma,31516581
GAS6-AS1,non small cell lung cancer,23979857
GAS6-AS2,osteosarcoma,32269179
GAS6-AS2,hepatocellular carcinoma,31933797
GAS6-AS2,breast cancer,31839366
GAS6-AS2,melanoma,31162889
GAS6-AS2,bladder cancer,30394665
GAS6-AS2,acute myeloid leukemia,29677511
GAS8-AS,colorectal cancer,31132513
GAS8-AS1,osteosarcoma,32013985
GAS8-AS1,papillary thyroid cancer,30429236
GAS8-AS1,hepatocellular carcinoma,30228180
GAS8-AS1,papillary thyroid cancer,28781594
GAS8-AS1,papillary thyroid cancer,29327301
GASL1,glioma,31186801
GASL1,prostate cancer,31186749
GASL1,gastric cancer,30988785
GASL1,non small cell lung cancer,30468472
GASL1,osteosarcoma,28423601
GATA2-AS1,non small cell lung cancer,31607132
GATA3-AS1,hepatocellular carcinoma,31871924
GATA6-AS,glioma,31809214
GATA6-AS,gastric cancer,31611972
GATA6-AS,cervical squamous cell carcinoma,31404324
GATA6-AS,mantle cell lymphoma,31402946
GATA6-AS1,gastric cancer,31981860
GBCDRlnc1,gallbladder cancer,30953511
GCASPC,gallbladder cancer,27450454
GCAWKR,gastric cancer,30274785
GClnc1,osteosarcoma,30454890
GClnc1,bladder cancer,31298933
GClnc1,colorectal cancer,31298323
GClnc1,gastric cancer,27147598
GCRL1,gastric cancer,29789536
GCRL1,gastric cancer,29789536
GDNFOS1,glioblastoma,31316623
GEHT1,ovarian cancer,30988076
GHET1,osteosarcoma,32319657
GHET1,gastric cancer,32176622
GHET1,Cervical Cancer,30948501
GHET1,glioma,30840282
GHET1,cervical cancer,31682716
GHET1,bladder cancer,31115606
GHET1,gastric cancer,30066922
GHET1,prostate cancer,30609158
GHET1,pancreatic cancer,29228419
GHET1,bladder cancer,25400817
GHET1,non small cell lung cancer,29762836
GHET1,head and neck cancer,29725422
GHET1,hepatocellular carcinoma,29139562
GHET1,hepatocellular carcinoma,28772210
GHET1,colorectal cancer,27931286
GHET1,colorectal cancer,27131316
GHET1,gastric cancer,28578256
GHET1,gastric cancer,28577495
GHET1,gastric cancer,26096073
GHET1,gastric cancer,24397586
GHET1,breast cancer,29843220
GHRLOS,colorectal cancer,29187879
GHSROS,non small cell lung cancer,23722988
GIAT4RA,non small cell lung cancer,31417184
GIHCG,tongue squamous cell carcinoma,29953645
GIHCG,Colorectal cancer,30799935
GIHCG,Cervical Cancer,30719165
GIHCG,breast cancer,31858553
GIHCG,ovarian cancer,30556850
GIHCG,hepatocellular carcinoma,27380494
GIHCG,renal cell carcinoma,29364470
GIHCG,tongue squamous cell carcinoma,29953645
GK3P,clear cell renal cell carcinoma,30015930
GLCC1,colorectal cancer,31375671
GLIDR,prostate cancer,28211799
GLIS3-AS1,bladder cancer,31892978
GLIS3-AS1,Intraductal Papillary Mucinous Neoplasms of the Pancreas,28874676
GLS-AS,pancreatic cancer,30563888
XR_944502.1,hepatocellular carcinoma,27285756
Gm15290,non small cell lung cancer,30287504
Gm15290,non small cell lung cancer,28474572
GMAN,hepatocellular carcinoma,31875526
GMAN,gastric cancer,30445010
GMDS-AS1,lung adenocarcinoma,31860169
GMDS-DT,hepatocellular carcinoma,31423008
GNAS-AS1,nasopharyngeal cancer,32271425
GNAS-AS1,non small cell lung cancer,31267263
GNAS-AS1,non small cell lung cancer,25394782
GNG12-AS1,breast cancer,23871723
GOLGA2P10,hepatocellular carcinoma,32332695
GPC3-AS1,cervical cancer,31168873
GPC3-AS1,hepatocellular carcinoma,27573079
GPNCA,gastric cancer,32028241
GRP78,prostate cancer,28739722
GS1-5L10.1,gastric cancer,26045391
GS1-600G8.5,urothelial cancer,27448299
GSEC,colon cancer,27797375
GSTM3TV2,pancreatic cancer,31514732
GTSE1-AS1,high grade ovarian serous cancer,29577163
GUARDIN,colon cancer,29593331
GUCY1B2,non small cell lung cancer,25394782
GVINP1,lung adenocarcinoma,30125988
H19,chronic myeloid leukemia,32160707
H19,T cell acute lymphoblastic leukemia,32146726
H19,prostate cancer,32146726
H19,breast cancer,32124962
H19,breast cancer,31994191
H19,multiple myeloma,31712391
H19,hepatocellular carcinoma,31705929
H19,hepatocellular carcinoma,29968942
H19,breast cancer,29963109
H19,melanoma,29950863
H19,lung cancer,29950144
H19,oral squamous cell carcinoma,29844862
H19,retinoblastoma,29805578
H19,hepatocellular carcinoma,29800569
H19,prostate cancer,32356434
H19,breast cancer,32345117
H19,breast cancer,32273726
H19,follicular thyroid cancer,31791180
H19,gastric cancer,31787851
H19,glioma,31777264
H19,gastric cancer,30945348
H19,colorectal cancer,30920116
H19,lung cancer,30747209
H19,nasopharyngeal cancer,31556327
H19,esophageal squamous cell carcinoma,31551175
H19,ovarian cancer,31934077
H19,lung cancer,31190899
H19,lung cancer,31187349
H19,glioma,31173296
H19,Hodgkin's lymphoma,31128034
H19,pancreatic neuroendocrine tumor,31117050
H19,uterine leiomyoma,31089260
H19,gastric cancer,31081061
H19,breast cancer,31026090
H19,urothelial cell carcinoma,31013794
H19,colon cancer,31602323
H19,esophageal cancer,31102664
H19,gastric cancer,30192003
H19,colorectal cancer,30127936
H19,glioblastoma,30096248
H19,breast cancer,30092355
H19,gastric cancer,30083318
H19,colorectal cancer,30083271
H19,endometrial cancer,30070313
H19,colorectal cancer,30451820
H19,gastric cancer,30447342
H19,pancreatic cancer,30410672
H19,thyroid cancer,30389909
H19,hepatocellular carcinoma,30362512
H19,glioma,30323617
H19,glioma,30282068
H19,non small cell lung cancer,30280776
H19,colorectal adenocarcinoma,30278464
H19,triple negative breast cancer,30244121
H19,lung cancer,30219045
H19,non small cell lung cancer,30214583
H19,colorectal cancer,31452627
H19,breast cancer,31436255
H19,prostate cancer,31426484
H19,non small cell lung cancer,31424642
H19,endometrial cancer,31411527
H19,thyroid cancer,31410148
H19,Pancreatic ductal adenocarcinoma,30474270
H19,bladder cancer,30576305
H19,Retinoblastoma,30551533
H19,hepatocellular carcinoma,30543848
H19,non small cell lung cancer,30542738
H19,breast cancer,30519045
H19,ovarian cancer,30481782
H19,lung adenocarcinoma,31503013
H19,papillary thyroid cancer,31403942
H19,acute myeloid leukemia,31389605
H19,pituitary adenoma,31369093
H19,breast cancer,31340867
H19,lung adenocarcinoma,31317666
H19,anaplastic thyroid cancer,31299871
H19,hepatocellular carcinoma,31298392
H19,colorectal cancer,31232113
H19,cervical cancer,31229557
