name,cancer type,pubmed id
BCYRN1,gastric cancer,31652309
BCYRN1,cervical cancer,29552212
BCYRN1,gastric cancer,29435146
BCYRN1,non small cell lung cancer,25866480
BDLNR,cervical cancer,29175387
BDNF-AS,glioblastoma,32015336
BDNF-AS,oesophageal cancer,29896888
BDNF-AS,colorectal cancer,31062382
BDNF-AS,osteosarcoma,30352834
BDNF-AS,prostate cancer,29710528
BDNF-AS,retinoblastoma,28131827
BDNF-AS,oesophageal cancer,29896888
BE244504,non small cell lung cancer,25482516
BE503655,osteosarcoma,23466354
BF2-AS1,esophageal squamous cell carcinoma,29552140
BFAL1,colorectal cancer,31515468
BG188549,non small cell lung cancer,25482516
BG981369,gastric cancer,29398692
BISPR,papillary thyroid cancer,29856242
BLACAT1,ovarian cancer,32095930
BLACAT1,cervical squamous cell carcinoma,32046460
BLACAT1,cervical cancer,29863244
BLACAT1,breast cancer,32210618
BLACAT1,breast cancer,30733855
BLACAT1,colorectal cancer,31558855
BLACAT1,prostate cancer,31957820
BLACAT1,head and neck squamous cell carcinoma,31944856
BLACAT1,oral squamous cell carcinoma,31841186
BLACAT1,hepatocellular carcinoma,31174090
BLACAT1,glioma,31086604
BLACAT1,glioma,31093978
BLACAT1,non small cell lung cancer,30387831
BLACAT1,small cell lung cancer,30203450
BLACAT1,steosarcoma,30665678
BLACAT1,non small cell lung cancer,31359792
BLACAT1,papillary thyroid cancer,29599647
BLACAT1,gastric cancer,29710482
BLACAT1,cervical cancer,29456724
BLACAT1,colorectal cancer,28277544
BLACAT1,colorectal cancer,28406230
BLACAT1,non small cell lung cancer,28885863
BLACAT1,cervical cancer,29863244
BLACAT2,gastric cancer,32194743
BLACAT2,colorectal cancer,31423277
BlackMamba,anaplastic large cell lymphoma,32123306
BLAT1,breast cancer,30349062
BM742401,chronic lymphocytic leukemia,27689399
BM742401,gastric cancer,23846333
BNC2-AS1,gastric cancer,30549996
BOKAS,esophageal squamous cell carcinoma,25749038
BOKAS,testicular cancer,19287972
BORG,colorectal cancer,31937750
BORG,triple negative breast cancer,30467380
BORG,breast cancer,28983112
BRAF,breast cancer,29805676
BRE-AS1,prostate cancer,30833361
BRE-AS1,non small cell lung cancer,30227111
lncBRM,papillary thyroid cancer,32218861
BX111,pancreatic cancer,29970904
BX357664,colorectal cancer,29844809
BX357664,lung cancer,30854036
BX357664,non small cell lung cancer,30720174
BX357664,renal cell carcinoma,27806310
BX357664,colorectal cancer,29844809
BX640708,uterine leiomyoma,25268745
BX647187,prostate cancer,26612002
BX648207,colorectal cancer,24809982
BX648695,malignant pleural mesothelioma,23976967
BX649059,colorectal cancer,24809982
BZRAP1-AS1,hepatocellular carcinoma,31847842
C10orf91,hepatocellular carcinoma,30916406
C12orf47,glioblastoma multiforme,28168356
C13orf25,diffuse large B-cell lymphoma,15126345
C14orf132,non small cell lung cancer,25590602
C14orf132,hepatocellular carcinoma,25556502
C17orf76-AS1,triple negative breast cancer,26910840
C17orf91,ovarian cancer,27535740
C1QTNF1-AS1,hepatocellular carcinoma,31069760
C1QTNF1-AS1,hepatocellular carcinoma,31222560
C20orf200,colon cancer,27821766
C21orF96,gastric cancer,26567621
C2dat1,osteosarcoma,28810936
C2orf48,tongue squamous cell carcinoma,30755833
C5orf66-AS1,gastric cancer,32308414
C5orf66-AS1,oral squamous cell carcinoma,30280186
C5orf66-AS1,cervical cancer,30518760
C5orf66-AS1,oral squamous cell carcinoma,28415559
C5orf66-AS1,gastric cardia cancer,29566283
C5orf66-AS1,pituitary null cell adenomas,28656268
CA3-AS1,colorectal cancer,30415006
CACNA1C-AS3,gastric cancer,26045391
CACNA1G-AS1,hepatocellular carcinoma,30908634
CACNA1G-AS1,colorectal cancer,31957825
CACNA1G-AS1,non small cell lung cancer,29509247
CACS15,ovarian cancer,31737207
CACS15,oral squamous cell carcinoma,31793142
CACS15,colorectal cancer,30639170
CADM1-AS1,hepatocellular carcinoma,31118799
CADM1-AS1,gastric cancer,31389606
CADM1-AS1,clear cell renal cell carcinoma,25031695
CAHM,colorectal cancer,24799664
CAI2,neuroblastoma,25028366
CALIC,colon cancer,31353791
CALML3-AS1,bladder cancer,30177388
CALML3-AS1,cervical cancer,31298313
CANT1,retinoblastoma,32366932
CANT1,uveal melanoma,28330694
CAR10,cervical cancer,32025520
CAR10,lung adenocarcinoma,30617305
CAR10,non small cell lung cancer,27322209
CAR10,uterine leiomyoma,25268745
CARLo-5,gastric cancer,28239816
CARLo-5,endometrial cancer,27432114
CARLo-5,hepatocellular carcinoma,29050269
CARLo-7-A,bladder cancer,30883984
CASC11,hepatocellular carcinoma,32194694
CASC11,small cell lung cancer,30965130
CASC11,bladder cancer,30916832
CASC11,hepatocellular carcinoma,30910841
CASC11,osteosarcoma,30906630
CASC11,esophageal cancer,31696474
CASC11,ovarian squamous cell cancer,31181314
CASC11,glioma,31121483
CASC11,gastric cancer,30200804
CASC11,hepatocellular carcinoma,30503497
CASC11,lung cancer,31378894
CASC11,cervical cancer,31255182
CASC11,neonatal neuroblastoma,31645055
CASC11,colorectal cancer,27012187
CASC15,cervical cancer,32016962
CASC15,melanoma,30013768
CASC15,gastric cancer,29956772
CASC15,tongue squamous cell carcinoma,29804249
CASC15,bladder cancer,31799648
CASC15,Cervical Cancer,30720157
CASC15,glioma,31539135
CASC15,melanoma,31838468
CASC15,nasopharyngeal cancer,31696476
CASC15,ovarian cancer,31695430
CASC15,tongue squamous cell carcinoma,31665008
CASC15,non small cell lung cancer,31599419
CASC15,breast cancer,30389133
CASC15,non small cell lung cancer,31396336
CASC15,prostate cancer,31646560
CASC15,hepatocellular carcinoma,29075788
CASC15,gastric cancer,29272000
CASC15,gastric cancer,29489064
CASC15,B-acute lymphoblastic leukemia,28724437
CASC15,acute myeloid leukemia,28724437
CASC15,melanoma,26016895
CASC15,tongue squamous cell carcinoma,29804249
CASC15,melanoma,30013768
CASC15-S,neuroblastoma,26100672
CASC19,clear cell renal cell carcinoma,32273759
CASC19,colorectal cancer,31011255
CASC19,gastric cancer,31422382
CASC19,non small cell lung cancer,31389608
CASC19,colorectal cancer,29338818
CASC2,pancreatic cancer,32104955
CASC2,oral squamous cell carcinoma,32009793
CASC2,esophageal squamous cell carcinoma,31728180
CASC2,non small cell lung cancer,32271431
CASC2,Hepatocellular Carcinoma,31538425
CASC2,pancreatic cancer,31894271
CASC2,colorectal cancer,31173223
CASC2,oesophageal squamous cell carcinoma,31134151
CASC2,oral squamous cell carcinoma,31123403
CASC2,cervical cancer,31081078
CASC2,breast cancer,30106139
CASC2,oral squamous cell carcinoma,30467776
CASC2,lung adenocarcinoma,30450692
CASC2,gastric cancer,30372881
CASC2,epithelial ovarian cancer,30320385
CASC2,Colorectal Cancer,30681073
CASC2,Pancreatic cancer,30675129
CASC2,papillary thyroid cancer,30609134
CASC2,nasopharyngeal cancer,30569153
CASC2,breast cancer,31352515
CASC2,gastric cancer,31301415
CASC2,hepatocellular carcinoma,31301261
CASC2,oral squamous cell carcinoma,31210307
CASC2,breast cancer,29523222
CASC2,melanoma,29514220
CASC2,malignant melanoma,29422114
CASC2,prostate cancer,29373811
CASC2,renal cell carcinoma,27222255
CASC2,esophageal cancer,28964779
CASC2,lung adenocarcinoma,29131257
CASC2,osteosarcoma,29257211
CASC2,colorectal cancer,29456985
CASC2,bladder cancer,28199978
CASC2,cervical cancer,28495512
CASC2,pancreatic cancer,28865121
CASC2,non small cell lung cancer,26790438
CASC2,thyroid cancer,28654795
CASC2,osteosarcoma,29194827
CASC2,colorectal cancer,27198161
CASC2,gastric cancer,28849111
CASC2,gastric cancer,27648142
CASC2,hepatocellular carcinoma,29476051
CASC2,glioma,28121023
CASC2,glioma,25446261
CASC2,glioma,29136760
CASC2,glioma,28744130
CASC2,hepatocellular carcinoma,29091305
CASC2,hepatocellular carcinoma,28716020
CASC2,hepatocellular carcinoma,29319182
CASC2,hepatocellular carcinoma,28621238
CASC2,epithelial ovarian cancer,29571014
CASC21,colorectal cancer,31731190
CASC21,colon cancer,31965704
CASC2a,urothelial cancer,29358570
CASC2c,glioblastoma,30034397
CASC2c,non small cell lung cancer,31300525
CASC2c,astrocytoma,28252647
CASC7,neuroblastoma,32101951
CASC7,glioma,30661904
CASC7,colon cancer,28954383
CASC8,esophageal cancer,30972633
CASC8,bladder cancer,28759252
CASC9,colorectal cancer,32110102
CASC9,tongue squamous cell carcinoma,32021442
CASC9,hepatocellular carcinoma,29790588
CASC9,breast cancer,30816435
CASC9,papillary thyroid cancer,31943867
CASC9,nasopharyngeal cancer,31933798
CASC9,hepatocellular carcinoma,31908394
CASC9,lung cancer,31802910
CASC9,laryngeal cancer,31669650
CASC9,colorectal cancer,31186036
CASC9,cervical cancer,31178137
CASC9,head and neck squamous cell carcinoma,31412811
CASC9,oral squamous cell carcinoma,30674868
CASC9,hemangioma,30662268
CASC9,gastric cancer,31642035
CASC9,esophageal squamous cell carcinoma,28854977
CASC9,non small cell lung cancer,28040594
CASC9,pancreatic ductal adenocarcinoma,28220683
CASC9,nasopharyngeal cancer,28398871
CASC9,gastric cancer,28146436
CASC9,esophageal cancer,27431358
CASC9,lung adenocarcinoma,27797003
CASC9,lung squamous cell carcinoma,27797003
CASC9,esophageal squamous cell carcinoma,29424900
CASC9,esophageal squamous cell carcinoma,29511340
CASC9?,hepatocellular carcinoma,30416681
CASC9?,glioma,30270508
CASC9.5,lung adenocarcinoma,29311567
CASIMO1,breast cancer,29765154
CASP5,glioblastoma multiforme,29715460
CAT104,gastric cancer,29295724
CAT104,osteosarcoma,29523223
CAT1297,bladder cancer,28415801
CAT1647,bladder cancer,28415801
Cat2184.4,prostate cancer,29671889
CAT266,bladder cancer,28415801
CBR3-AS1,gastric cancer,26722487
CBR3-AS1,osteosarcoma,29554595
CCAL,gastric cancer,30250169
CCAL,colorectal cancer,31381140
CCAL,ovarian cancer,29219179
CCAL,papillary thyroid cancer,29471887
CCAL,colorectal cancer,25994219
CCAL,gastric cancer,29441950
CCAL,osteosarcoma,29275200
CCAL,osteosarcoma,28009431
CCAT1,endometrial cancer,32173521
CCAT1,ovarian cancer,32124583
CCAT1,prostate cancer,32089062
CCAT1,non small cell lung cancer,32084702
CCAT1,oral squamous cell carcinoma,32009633
CCAT1,nasopharyngeal cancer,30013670
CCAT1,lung adenocarcinoma,30008869
CCAT1,gastric cancer,29940756
CCAT1,prostate cancer,29863242
CCAT1,thyroid cancer,29791590
CCAT1,non small cell lung cancer,32323859
CCAT1,colorectal cancer,32256733
CCAT1,non small cell lung cancer,32227563
CCAT1,acute myeloid leukemia,31790145
CCAT1,hepatocellular carcinoma,30773676
CCAT1,colorectal cancer,31558855
CCAT1,colorectal cancer,31558855
CCAT1,esophageal cancer,31544294
CCAT1,cervical cancer,31935379
CCAT1,non small cell lung cancer,31933793
CCAT1,colorectal cancer,31807005
CCAT1,breast cancer,31695775
CCAT1,cervical cancer,31084453
CCAT1,oral squamous cell carcinoma,31599709
CCAT1,colorectal cancer,31093977
CCAT1,Colon Cancer,31039730
CCAT1,bladder cancer,31038865
CCAT1,endometrial cancer,30988798
CCAT1,ovarian cancer,30250403
CCAT1,acute myeloid leukemia,30222365
CCAT1,prostate cancer,30221381
CCAT1,Colorectal cancer,30633886
CCAT1,colorectal cancer,30615124
CCAT1,gastric cancer,31478245
CCAT1,prostate cancer,31387890
CCAT1,Colorectal Cancer,31328973
CCAT1,triple negative breast cancer,31310241
CCAT1,hepatocellular carcinoma,31218739
CCAT1,head and neck squamous cell carcinoma,28159935
CCAT1,melanoma,28409554
CCAT1,multiple myeloma,29228867
CCAT1,acute myeloid leukemia,26923190
CCAT1,gallbladder cancer,25569100
CCAT1,cervical cancer,28849215
CCAT1,cholangiocarcinoma,28387907
CCAT1,oral squamous cell carcinoma,28413645
CCAT1,prostate cancer,28945760
CCAT1,intrahepatic cholangiocarcinoma,28921383
CCAT1,esophageal squamous cell carcinoma,27956498
CCAT1,retinoblastoma,28088735
CCAT1,osteosarcoma,28549102
CCAT1,laryngeal squamous cell cancer,27830017
CCAT1,medulloblastoma,28777430
CCAT1,non small cell lung cancer,29020498
CCAT1,pancreatic cancer,28078015
CCAT1,renal cell carcinoma,28470345
CCAT1,nasopharyngeal cancer,28358263
CCAT1,lung adenocarcinoma,27566568
CCAT1,breast cancer,26464701
CCAT1,colon cancer,23594791
CCAT1,glioma,28475287
CCAT1,laryngeal squamous cell cancer,28631575
CCAT1,breast cancer,29024383
CCAT1,colon cancer,26825578
CCAT1,glioma,27765628
CCAT1,non small cell lung cancer,25129441
CCAT1,gastric cancer,25674211
CCAT1,hepatocellular carcinoma,26433964
CCAT1,gastric cancer,25561974
CCAT1,ovarian cancer,29424889
CCAT1,ovarian cancer,28754469
CCAT1,colorectal cancer,28838211
CCAT1,colorectal cancer,26823726
CCAT1,colorectal cancer,26064266
CCAT1,colorectal cancer,23416875
CCAT1,colorectal cancer,24594601
CCAT1,ovarian cancer,24379988
CCAT1,hepatocellular carcinoma,28381168
CCAT1,gastric cancer,29231252
CCAT1,gastric cancer,28724210
CCAT1,hepatocellular carcinoma,26225650
CCAT1,hepatocellular carcinoma,26191246
CCAT1,hepatocellular carcinoma,25884472
CCAT1,gastric cancer,23143645
CCAT1,colorectal cancer,29190961
CCAT1,thyroid cancer,29791590
CCAT1,nasopharyngeal cancer,30013670
CCAT1,lung adenocarcinoma,30008869
CCAT1,gastric cancer,29940756
CCAT1,prostate cancer,29863242
CCAT1,cervical cancer,28978096
CCAT1-L,gastric adenocarcinoma,30254457
CCAT1-L,colorectal cancer,24662484
CCAT2,glioma,32110042
CCAT2,gastric cancer,32021279
CCAT2,osteosarcoma,29863240
CCAT2,glioma,32236863
CCAT2,ovarian cancer,32230936
CCAT2,hepatocellular carcinoma,30922920
CCAT2,colorectal cancer,31558855
CCAT2,acute myeloid leukemia,31949652
CCAT2,triple negative breast cancer,31904506
CCAT2,lung cancer,30214594
CCAT2,esophageal cancer,31423241
CCAT2,lung cancer,30548656
CCAT2,osteosarcoma,31322006
CCAT2,cervical cancer,26983975
CCAT2,cervical squamous cell carcinoma,26722527
CCAT2,endometrial cancer,29036788
CCAT2,cholangiocarcinoma,29329034
CCAT2,clear cell renal cell carcinoma,28718366
CCAT2,pituitary adenoma,29511595
CCAT2,pancreatic ductal adenocarcinoma,29298720
CCAT2,bladder cancer,27015551
CCAT2,oral squamous cell carcinoma,27220388
CCAT2,prostate cancer,27558961
CCAT2,small cell lung cancer,27470400
CCAT2,esophageal squamous cell carcinoma,25919911
CCAT2,ovarian cancer,29435081
CCAT2,non small cell lung cancer,28088736
CCAT2,oral squamous cell carcinoma,28671055
CCAT2,colon cancer,28964256
CCAT2,colon cancer,28934601
CCAT2,esophageal squamous cell carcinoma,25677908
CCAT2,colon cancer,25185650
CCAT2,non small cell lung cancer,24504682
CCAT2,colorectal cancer,29181105
CCAT2,colorectal cancer,27875818
CCAT2,gastric cancer,29435046
CCAT2,breast cancer,28480695
CCAT2,colorectal cancer,28838211
CCAT2,colorectal cancer,26853146
CCAT2,ovarian cancer,28550684
CCAT2,hepatocellular carcinoma,28744394
CCAT2,glioma,28656228
CCAT2,hepatocellular carcinoma,28280353
CCAT2,glioma,27833083
CCAT2,glioma,27938499
CCAT2,hepatocellular carcinoma,27347113
CCAT2,ovarian cancer,27283598
CCAT2,colon cancer,29502343
CCAT2,breast cancer,28272713
CCAT2,gastric cancer,28248065
CCAT2,gastric cancer,28042329
CCAT2,breast cancer,28531944
CCAT2,gastric cancer,27904778
CCAT2,breast cancer,26442763
CCAT2,gastric cancer,25755774
CCAT2,breast cancer,24077681
CCAT2,colorectal cancer,23796952
CCAT2,osteosarcoma,29863240
CCAT3,colorectal cancer,25663692
CCAT4,colorectal cancer,25663692
CCAT5,colorectal adenocarcinoma,31599415
CCAT6,colorectal cancer,25663692
CCAT7,colorectal cancer,25663692
CCAT8,colorectal cancer,25663692
CCDC181,lung adenocarcinoma,31558162
CCDC26,gastrointestinal stromal tumor,31166382
CCDC26,acute myeloid leukemia,30222365
CCDC26,acute myeloid leukemia,31452721
CCDC26,gastrointestinal stromal tumor,29423012
CCDC26,glioma,28600863
CCDC26,acute myeloid leukemia,25928165
CCDC26,pancreatic cancer,27470572
CCEPR,osteosarcoma,30861164
CCEPR,colorectal adenocarcinoma,31602230
CCEPR,cervical cancer,29427865
CCEPR,bladder cancer,28574830
CCHE1,oral squamous cell carcinoma,31981240
CCHE1,gastric cancer,29771412
CCHE1,colon adenocarcinoma,31423215
CCHE1,pancreatic adenocarcinoma,31423182
CCHE1,colorectal cancer,30484108
CCHE1,cervical cancer,31364021
CCHE1,non small cell lung cancer,29630113
CCHE1,cervical cancer,28239824
CCHE1,hepatocellular carcinoma,27427851
CCHE1,cervical cancer,25921283
CCHE1,gastric cancer,29771412
CCND2-AS1,papillary thyroid cancer,29366479
CCND2-AS1,glioma,27923660
CCSlnc362,colorectal cancer,30518759
CDC6,breast cancer,30362551
CDCA4P3,acute myeloid leukemia,31356197
CDKN2B-AS,endometrial cancer,30761271
CDKN2BAS,hepatocellular carcinoma,30510148
CDKN2BAS,glioblastoma,23046790
CDKN2B-AS,bladder urothelial cancer,29937935
CDKN2B-AS1,laryngeal squamous cell cancer,31754305
CDKN2B-AS1,osteosarcoma,31724892
CDKN2B-AS1,ovarian cancer,32305052
CDKN2B-AS1,cervical cancer,30884187
CDKN2B-AS1,osteosarcoma,31950433
CDKN2B-AS1,hepatocellular carcinoma,30165194
CDKN2B-AS1,liver cancer,31646789
CDKN2B-AS1,esophageal squamous cell carcinoma,25646744
CDKN2B-AS1,bladder urothelial cancer,29937935
CEBPA-AS1,osteosarcoma,32160715
CEBPA-AS1,gastric cancer,32110038
CEBPA-AS1,lung adenocarcinoma,30125988
CEBPA-AS1,liver cancer,31646559
CEBPA-AS1,gastric cancer,28423525
CEBPA-AS1,oral squamous cell carcinoma,29281558
CERNA2,gastric cancer,31949664
CERS6-AS1,breast cancer,31701672
CES1P1,acute myeloid leukemia,31356197
CES1P1-001,non small cell lung cancer,23741487
CFLAR-AS1,esophageal squamous cell carcinoma,27855375
CHIAP2,lung adenocarcinoma,27826625
CHIAP2,lung adenocarcinoma,27826625
CHL1-AS1,endometrial cancer,31736153
CHRF,gastric cancer,32096147
CHRF,lung adenocarcinoma,30333887
CHRF,colorectal cancer,28430582
CILA1,tongue squamous cell carcinoma,29699939
CLLU1,hepatocellular carcinoma,30916406
CLRN1-AS1,pituitary prolactinoma,31235696
lncCMPK2,colorectal cancer,32203166
CNALPTC1,papillary thyroid cancer,29416932
COL18A1-AS1,clear cell renal cell carcinoma,30015930
COL1A1-014,gastric cancer,31650323
cox-2,hepatocellular carcinoma,29131381
CPS1-IT1,glioma,31545272
CPS1-IT1,hilar cholangiocarcinoma,30231247
CPS1-IT1,hepatocellular carcinoma,29137263
CPS1-IT1,lung cancer,27662619
CPS1-IT1,ovarian cancer,28770969
CPS1-IT1,hepatocellular carcinoma,27248828
CPS1-IT1,intrahepatic cholangiocarcinoma,26499888
CPS1-IT1,colorectal cancer,29017924
CPS1-IT1,colorectal cancer,29145177
CR592608,breast cancer,28003470
CR593775,breast cancer,28003470
CR594506,gastric cancer,25769450
CR610499,breast cancer,28003470
CR612213,breast cancer,28003470
CR613944,hepatocellular carcinoma,25556502
CR619813,pancreatic cancer,25755691
CR749391,gastric cancer,31853323
CRAL,gastric cancer,31885317
CRALA,breast cancer,28834648
CRART16,colorectal cancer,32158358
CRCAL1-4,colorectal cancer,31558855
CRCAL-3,Colorectal Cancer,31038794
CRCAL-3,colorectal cancer,29330370
CRCAL-4,colorectal cancer,29330370
CRCMSL,colorectal cancer,30575817
CREM,adrenocortical carcinoma,25595289
CRNDE,wilms tumor,32096178
CRNDE,medulloblastoma,31753063
CRNDE,hepatocellular carcinoma,29864897
CRNDE,prostate cancer,32182608
CRNDE,non small cell lung cancer,30982057
CRNDE,hepatocellular carcinoma,30916406
CRNDE,colorectal cancer,31558855
CRNDE,colorectal cancer,31558855
CRNDE,osteosarcoma,31898343
CRNDE,cervical cancer,31605132
CRNDE,Hepatocellular Carcinoma,31099050
CRNDE,clear cell renal cell carcinoma,30129055
CRNDE,hepatocellular carcinoma,30430650
CRNDE,cervical cancer,30334449
CRNDE,melanoma,30257602
CRNDE,hepatocellular carcinoma,30246921
